18,0
34,0
46,0
76,0
78,0
82,0
84,0
108,0
118,0
126,1
128,0
138,0
150,0
152,0
156,0
164,0
166,0
170,0
172,2
176,0
180,0
182,0
184,0
186,0
196,0
198,2
200,1
202,0
204,1
206,0
208,0
210,0
212,0
216,0
220,3
224,0
226,0
228,0
230,1
234,3
240,1
244,1
246,0
252,0
256,1
258,1
260,0
262,0
264,0
270,1
272,0
274,1
276,0
278,0
280,1
282,2
284,3
286,1
288,2
290,2
292,1
298,0
300,0
302,3
304,2
306,0
308,0
314,2
318,2
320,1
322,2
324,1
326,4
328,5
330,2
332,3
336,1
338,4
342,1
344,0
350,1
352,3
354,1
356,2
358,2
360,2
362,1
364,0
366,0
368,0
370,2
372,1
374,0
376,3
378,1
380,1
382,1
384,4
388,1
390,0
392,0
394,2
396,3
398,1
400,3
402,1
406,2
408,0
410,2
412,1
414,1
416,1
418,1
420,2
422,1
424,1
428,1
430,1
432,0
434,2
436,0
438,3
440,0
442,0
444,4
446,1
448,1
450,4
452,0
454,0
456,2
458,1
460,1
462,1
464,1
466,1
468,0
470,0
472,1
474,3
476,2
478,2
480,0
482,4
484,1
486,0
488,1
490,1
492,0
494,2
496,2
498,1
500,1
502,1
504,0
506,0
508,0
512,2
514,2
516,2
518,3
520,0
522,1
524,1
526,2
528,0
530,0
532,1
534,2
536,2
538,1
540,0
542,1
544,1
546,0
548,2
550,3
554,2
556,6
558,0
560,1
562,2
564,4
566,1
570,1
572,1
574,0
576,1
578,0
580,1
582,1
584,1
586,2
588,1
590,1
594,0
596,1
598,1
602,1
604,4
606,3
608,3
610,2
614,0
616,0
618,1
622,0
624,3
626,2
628,0
630,0
632,3
634,3
636,3
638,1
640,3
642,2
644,0
646,1
648,1
650,2
652,0
654,2
656,0
658,2
660,0
662,0
664,1
666,1
670,0
672,2
674,2
676,5
678,1
680,1
682,3
684,0
686,0
688,1
690,2
694,1
696,1
698,0
700,1
702,2
704,2
706,0
708,0
710,2
712,0
714,1
716,2
718,1
724,0
726,1
728,0
730,1
732,3
734,2
738,2
740,1
742,2
744,2
746,1
750,0
752,2
756,2
758,2
760,2
762,0
764,0
766,1
768,0
770,2
772,0
778,2
782,2
786,0
792,0
794,0
796,0
798,3
804,1
806,2
808,0
810,1
814,0
816,1
818,2
820,1
822,1
824,0
826,0
830,1
832,2
836,0
840,1
844,0
846,0
848,0
850,0
852,0
856,0
862,0
864,0
866,0
868,0
870,0
872,0
874,0
886,2
888,1
890,0
896,0
898,0
904,1
908,0
912,0
916,0
920,0
924,0
926,0
928,0
932,0
934,0
938,0
942,0
946,0
948,0
954,1
956,1
958,0
964,0
966,1
970,0
974,1
976,0
980,0
988,1
1000,0
1002,0
1006,0
1018,0
1022,0
1024,1
1030,0
1032,1
1036,1
1040,0
1044,2
1050,0
1052,0
1054,0
1056,0
1064,0
1066,0
1072,0
1076,3
1078,1
1082,1
1086,2
1090,0
1098,1
1102,0
1104,0
1108,1
1112,0
1114,0
1116,3
1118,0
1120,4
1122,0
1124,0
1130,2
1134,0
1136,1
1138,1
1144,0
1146,1
1152,2
1154,1
1156,0
1158,2
1160,1
1162,2
1164,2
1166,0
1168,0
1170,2
1174,1
1176,2
1178,1
1180,0
1184,1
1188,0
1190,1
1192,0
1194,1
1196,0
1202,1
1204,1
1206,0
1208,4
1210,0
1212,2
1216,0
1218,3
1222,0
1224,2
1226,1
1232,2
1234,3
1236,2
1238,3
1242,1
1244,2
1246,1
1248,1
1250,3
1252,0
1256,0
1262,3
1264,0
1270,2
1274,0
1278,0
1282,1
1284,0
1286,0
1288,4
1290,0
1294,1
1296,0
1298,3
1300,1
1302,3
1304,2
1306,0
1308,3
1310,0
1314,0
1316,0
1318,0
1322,2
1330,0
1332,0
1336,1
1338,0
1342,2
1344,0
1346,0
1356,2
1360,0
1362,1
1364,1
1366,1
1370,1
1372,0
1376,0
1378,0
1380,0
1384,0
1388,0
1390,0
1392,0
1398,0
1404,0
1414,0
1420,0
1426,0
1430,0
1434,0
1436,0
1438,0
1444,0
1448,0
1452,1
1460,0
1466,0
1470,0
1476,0
1478,0
1480,0
1482,1
1488,0
1490,0
1496,0
1504,1
1510,2
1518,0
1522,0
1524,0
1538,1
1544,0
1546,0
1548,0
1554,0
1558,0
1560,1
1562,1
1564,0
1574,0
1578,0
1582,0
1584,0
1586,0
1588,0
1594,0
1596,0
1600,0
1610,0
1612,0
1624,2
1636,0
1640,0
1644,0
1646,0
1654,0
1656,0
1658,0
1666,0
1668,0
1680,0
1694,0
1708,0
1722,0
1738,0
1746,0
1750,0
1770,0
1778,0
1814,0
1840,0
1870,0
1894,0
1942,0
1978,0
2040,0
